Theme (Category),Topic (Title),"Question (What, Who, Where, Whose, How, Yes/No)",Answer,Difficulty (by Author),Difficulty (by Answerer),URL (Original Content)
技術,大和 (戦艦),大和の存在がはじめて国民に広く紹介されたのは、1952年に発刊された吉田満の何という小説ですか？,戦艦大和ノ最期,5,,https://ja.wikipedia.org/wiki/大和 (戦艦)#その他
技術,かが (護衛艦),かがは海上自衛隊のヘリコプター搭載護衛艦ですか？,はい,1,,https://ja.wikipedia.org/wiki/かが (護衛艦)
技術,かが (護衛艦),建造費用は何円ですか？,"1,115億円",5,,https://ja.wikipedia.org/wiki/かが (護衛艦)
技術,かが (護衛艦),起工した工場はどこですか？,ジャパンマリンユナイテッド横浜事業所磯子工場,5,,https://ja.wikipedia.org/wiki/かが (護衛艦)#艦歴
技術,かが (護衛艦),就役日はいつですか？,3/22/17,4,,https://ja.wikipedia.org/wiki/かが (護衛艦)#艦歴
技術,かが (護衛艦),2017年3月22日にどこに編入されましたか？,第４護衛隊群第４護衛隊,5,,https://ja.wikipedia.org/wiki/かが (護衛艦)#艦歴
技術,かが (護衛艦),2017年7月15日の一般公開には何人が来艦しましたか？,15000人,5,,https://ja.wikipedia.org/wiki/かが (護衛艦)#艦歴
技術,発光ダイオード,発光ダイオードはダイオードの一種で、何方向に電圧を加えた際に発光しますか？,順,1,,https://ja.wikipedia.org/wiki/発光ダイオード
技術,発光ダイオード,1962年、誰によって発明されましたか？,ニック・ホニアック,5,,https://ja.wikipedia.org/wiki/発光ダイオード
技術,発光ダイオード,発明当時は、赤色のみですか？,はい,3,,https://ja.wikipedia.org/wiki/発光ダイオード
技術,発光ダイオード,誰によって黄緑色LEDが発明されましたか？,ジョージ・クラフォード,5,,https://ja.wikipedia.org/wiki/発光ダイオード
技術,発光ダイオード,発光原理は何効果を利用していますか？,エレクトロルミネセンス,4,,https://ja.wikipedia.org/wiki/発光ダイオード
技術,発光ダイオード,発光ダイオードは、半導体を用いた何という構造で作られていますか？,pn接合,2,,https://ja.wikipedia.org/wiki/発光ダイオード#原理
技術,発光ダイオード,大量生産は可能ですか？,はい,3,,https://ja.wikipedia.org/wiki/発光ダイオード#物理的特性
技術,発光ダイオード,故障の発生する頻度は高いですか？,いいえ,2,,https://ja.wikipedia.org/wiki/発光ダイオード#物理的特性
技術,発光ダイオード,交流電源を何を使って整流して利用しますか？,ダイオードブリッジ,4,,https://ja.wikipedia.org/wiki/発光ダイオード#駆動方式
技術,発光ダイオード,並列接続する際は注意が必要ですか？,はい,1,,https://ja.wikipedia.org/wiki/発光ダイオード#使用に必要な知識
技術,発光ダイオード,青色発光ダイオードの主な材料は何ですか？,窒化ガリウム,5,,https://ja.wikipedia.org/wiki/発光ダイオード#青色発光ダイオード
技術,発光ダイオード,水などを殺菌することができますか？,はい,5,,https://ja.wikipedia.org/wiki/発光ダイオード#殺菌
技術,TIEファイター,TIEファイターは架空の戦闘機ですか？,はい,1,,https://ja.wikipedia.org/wiki/TIEファイター
技術,TIEファイター,TIEは何の頭文字をとったものですか？,Twin Ion Engine,4,,https://ja.wikipedia.org/wiki/TIEファイター
技術,TIEファイター,TIEシリーズ共通の特徴はなんですか？,球形コクピット,3,,https://ja.wikipedia.org/wiki/TIEファイター#概要
技術,TIEファイター,TIEシリーズ共通の特徴はなんですか？,六角形の大型ソーラーパネル,3,,https://ja.wikipedia.org/wiki/TIEファイター#概要
技術,TIEファイター,徹底的に無駄を省いた、究極ともいえる合理的な設計の機体であったが、欠点は存在しますか？,はい,3,,https://ja.wikipedia.org/wiki/TIEファイター#機体解説
技術,TIEファイター,欠点はどのようなものですか？,視界が極端に悪い,3,,https://ja.wikipedia.org/wiki/TIEファイター#機体解説
技術,TIEファイター,ヤヴィンの戦いでダース・ベイダーが搭乗した機体は何ですか？,TIEアドバンストx1,5,,https://ja.wikipedia.org/wiki/TIEファイター#機体解説
技術,TIEファイター,『ローグ・ワン』に登場したバリエーション機体は何ですか？,TIEストライカー,5,,https://ja.wikipedia.org/wiki/TIEファイター#機体解説
技術,TIEファイター,『最後のジェダイ』に登場した、カイロ・レン専用機は何ですか？,TIEサイレンサー,5,,https://ja.wikipedia.org/wiki/TIEファイター#機体解説
技術,産業革命,産業革命はいつ起きましたか？,１８世紀半ばから１９世紀,2,,https://ja.wikipedia.org/wiki/産業革命
技術,産業革命,何が開発されて動力の刷新が行われましたか？,蒸気機関,1,,https://ja.wikipedia.org/wiki/産業革命
技術,産業革命,蒸気機関の交通機関への応用によって何が発明されましたか？,蒸気船,3,,https://ja.wikipedia.org/wiki/産業革命
技術,産業革命,蒸気機関の交通機関への応用によって何が発明されましたか？,鉄道,3,,https://ja.wikipedia.org/wiki/産業革命
技術,産業革命,「産業革命」という言葉が初めて使われたのはいつですか？,1837年,5,,https://ja.wikipedia.org/wiki/産業革命#概要
技術,産業革命,イギリスを皮切りにどこで産業革命が起こりましたか？,ベルギー,4,,https://ja.wikipedia.org/wiki/産業革命#概要
技術,産業革命,イギリスを皮切りにどこで産業革命が起こりましたか？,フランス,3,,https://ja.wikipedia.org/wiki/産業革命#概要
技術,産業革命,イギリスを皮切りにどこで産業革命が起こりましたか？,アメリカ,3,,https://ja.wikipedia.org/wiki/産業革命#概要
技術,産業革命,イギリスを皮切りにどこで産業革命が起こりましたか？,ドイツ,3,,https://ja.wikipedia.org/wiki/産業革命#概要
技術,産業革命,イギリスを皮切りにどこで産業革命が起こりましたか？,ロシア,3,,https://ja.wikipedia.org/wiki/産業革命#概要
技術,産業革命,イギリスを皮切りにどこで産業革命が起こりましたか？,日本,3,,https://ja.wikipedia.org/wiki/産業革命#概要
技術,産業革命,産業革命に先行して、イギリスでは何の製造が盛んでしたか？,新毛織物,4,,https://ja.wikipedia.org/wiki/産業革命#毛織物工業と資本
技術,産業革命,飛び杼を発明した人は誰ですか？,ジョン・ケイ,5,,https://ja.wikipedia.org/wiki/産業革命#織機・紡績機の改良
技術,グーグル八分,グーグル八分とはどういうことですか？,Google検索しても内容が表示されない状態,2,,https://ja.wikipedia.org/wiki/グーグル八分
技術,グーグル八分,何という言葉になぞらえていますか？,村八分,1,,https://ja.wikipedia.org/wiki/グーグル八分
技術,グーグル八分,どのようなサイトが検索結果に表示されないよう情報が削除されることがありますか？,犯罪にからむサイト,3,,https://ja.wikipedia.org/wiki/グーグル八分#概要
技術,グーグル八分,どのようなサイトが検索結果に表示されないよう情報が削除されることがありますか？,SPAM的な手法によって検索順位を向上させるサイト,3,,https://ja.wikipedia.org/wiki/グーグル八分#概要
技術,グーグル八分,どのようなサイトが検索結果に表示されないよう情報が削除されることがありますか？,個人や法人から『このサイトは自分の権利を侵害している』というクレームがあったサイト,3,,https://ja.wikipedia.org/wiki/グーグル八分#概要
技術,グーグル八分,グーグル八分のような、外国の私企業による情報の制限について危機感を持つ人々もいますか？,はい,1,,https://ja.wikipedia.org/wiki/グーグル八分#グーグル八分と検索エンジン・ナショナリズム
技術,グーグル八分,グーグル八分発見システムを何といいますか？,∞Eyes,5,,https://ja.wikipedia.org/wiki/グーグル八分#グーグル八分発見システム「∞Eyes」
技術,ノーベル賞,アルフレッド・ノーベルは何の発明者として知られていますか？,ダイナマイト,2,,https://ja.wikipedia.org/wiki/ノーベル賞
技術,ノーベル賞,ノーベルの遺言に無かった賞は何でしょう？,経済学賞,3,,https://ja.wikipedia.org/wiki/ノーベル賞
技術,ノーベル賞,ノーベル賞はいつから始まった賞ですか？,1901年,4,,https://ja.wikipedia.org/wiki/ノーベル賞
技術,ノーベル賞,何の分野で功績を残した人物に贈られますか？,物理学,3,,https://ja.wikipedia.org/wiki/ノーベル賞
技術,ノーベル賞,何の分野で功績を残した人物に贈られますか？,化学,3,,https://ja.wikipedia.org/wiki/ノーベル賞
技術,ノーベル賞,何の分野で功績を残した人物に贈られますか？,生理学・医学,3,,https://ja.wikipedia.org/wiki/ノーベル賞
技術,ノーベル賞,何の分野で功績を残した人物に贈られますか？,文学,3,,https://ja.wikipedia.org/wiki/ノーベル賞
技術,ノーベル賞,何の分野で功績を残した人物に贈られますか？,平和,3,,https://ja.wikipedia.org/wiki/ノーベル賞
技術,ノーベル賞,何の分野で功績を残した人物に贈られますか？,経済学,3,,https://ja.wikipedia.org/wiki/ノーベル賞
技術,ノーベル賞,「物理学賞」、「化学賞」、「経済学賞」の３部門についてはどの組織が選考していますか？,スウェーデン王立科学アカデミー,4,,https://ja.wikipedia.org/wiki/ノーベル賞#選考
技術,ノーベル賞,「生理学・医学賞」はどの組織が選考していますか？,カロリンスカ研究所,4,,https://ja.wikipedia.org/wiki/ノーベル賞#選考
技術,ノーベル賞,「平和賞」はどの組織が選考していますか？,ノルウェー・ノーベル委員会,4,,https://ja.wikipedia.org/wiki/ノーベル賞#選考
技術,ノーベル賞,「文学賞」はどの組織が選考していますか？,スウェーデン・アカデミー,4,,https://ja.wikipedia.org/wiki/ノーベル賞#選考
技術,グローバル・ポジショニング・システム,グローバル・ポジショニング・システムとは何を指しますか？,衛星測位システム,2,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム
技術,グローバル・ポジショニング・システム,元来は何用として開発されていましたか？,軍事用,2,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム#概要
技術,グローバル・ポジショニング・システム,民間機の安全な航行のために非軍事的な用途（民生的用途）でも使えるよう開放する事が誰によって表明されましたか？,レーガン大統領,4,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム#概要
技術,グローバル・ポジショニング・システム,衛星からの距離は発信と受信との時刻差に何を掛けることにわかりますか？,電波の伝播速度,1,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム#概要
技術,グローバル・ポジショニング・システム,衛星からの距離は発信と受信との時刻差に何を掛けることにわかりますか？,光速,1,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム#概要
技術,グローバル・ポジショニング・システム,時刻の誤差が100万分の１秒で距離の誤差は何mになりますか？,300m,1,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム#概要
技術,グローバル・ポジショニング・システム,GPS衛星は何衛星ですか？,準同期衛星,5,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム#概要
技術,グローバル・ポジショニング・システム,GPS衛星からの情報を変調する方式を何と言いますか？,SS変調方式,4,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム#SS変調による測距
技術,グローバル・ポジショニング・システム,GPSの測位法は何と何に分けられますか？,コードに基づく方式と搬送波の位相に基づく方法,5,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム#測位法
技術,グローバル・ポジショニング・システム,GPS受信機がある円内にいる確率が50%であることろの円を何と呼びますか？,CEP,5,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム#精度
技術,Git,Gitを開発したのは誰ですか？,リーナス・トーバルズ,3,,https://ja.wikipedia.org/wiki/Git
技術,Git,Gitは何型バージョン管理システムですか？,分散型,3,,https://ja.wikipedia.org/wiki/Git
技術,Git,Gitが開発されたのはいつですか？,2005年,4,,https://ja.wikipedia.org/wiki/Git#背景および概要
技術,Git,Gitの設計は何が元になっていますか？,BitKeeper,5,,https://ja.wikipedia.org/wiki/Git#設計
技術,Git,Gitの設計は何が元になっていますか？,Monotone,5,,https://ja.wikipedia.org/wiki/Git#設計
技術,Git,英語のスラングとして、Gitにはどのような意味がありますか？,バカ,4,,https://ja.wikipedia.org/wiki/Git#名前の由来
技術,Git,英語のスラングとして、Gitにはどのような意味がありますか？,間抜け,4,,https://ja.wikipedia.org/wiki/Git#名前の由来
技術,Git,ガベージコレクションは行われますか？,いいえ,4,,https://ja.wikipedia.org/wiki/Git#設計
技術,宇宙に行った動物,日本は自国の宇宙計画によって動物を宇宙に送った国ですか？,はい,2,,https://ja.wikipedia.org/wiki/宇宙に行った動物
技術,宇宙に行った動物,初の宇宙に行ったサルは何ですか？,アカゲザルのアルバート2世,5,,https://ja.wikipedia.org/wiki/宇宙に行った動物#1940年代
技術,宇宙に行った動物,1950年8月31日にハツカネズミを打ち上げたのはどこの国ですか？,アメリカ,4,,https://ja.wikipedia.org/wiki/宇宙に行った動物#1950年代
技術,宇宙に行った動物,軌道を周回した初の動物は何ですか？,イヌのライカ,4,,https://ja.wikipedia.org/wiki/宇宙に行った動物#1950年代
技術,宇宙に行った動物,宇宙飛行から生きて帰還した初のサルは何ですか？,エーブル,5,,https://ja.wikipedia.org/wiki/宇宙に行った動物#1950年代
技術,宇宙に行った動物,宇宙飛行から生きて帰還した初のサルは何ですか？,ベーカー,5,,https://ja.wikipedia.org/wiki/宇宙に行った動物#1950年代
技術,宇宙に行った動物,フランスがネコを打ち上げたのは何年ですか？,1963年,5,,https://ja.wikipedia.org/wiki/宇宙に行った動物#1960年代
技術,宇宙に行った動物,ソ連は50年代、60年代の合計で最低でも何匹のイヌを打ち上げましたか？,57匹,5,,https://ja.wikipedia.org/wiki/宇宙に行った動物#1960年代
技術,大和 (戦艦),大和は何型戦艦ですか？,大和型戦艦,2,,https://ja.wikipedia.org/wiki/大和 (戦艦)
技術,大和 (戦艦),大和が就役したのは何年ですか？,1941年,2,,https://ja.wikipedia.org/wiki/大和 (戦艦)#概要
技術,大和 (戦艦),どこで撃沈しましたか？,坊ノ岬沖,3,,https://ja.wikipedia.org/wiki/大和 (戦艦)#概要
技術,大和 (戦艦),「戦艦大和戦死者之碑」があるのはどこですか？,呉市の旧海軍墓地,4,,https://ja.wikipedia.org/wiki/大和 (戦艦)#戦後
技術,大和 (戦艦),最初に大和と思われる戦隊が発見されたのは何年の探査ですか？,1982年,4,,https://ja.wikipedia.org/wiki/大和 (戦艦)#戦後
技術,大和 (戦艦),アメリカ公文書館IIには、B-24に対して主砲を発射した大和の映像が残されていますか？,はい,4,,https://ja.wikipedia.org/wiki/大和 (戦艦)#その他
技術,かが (護衛艦),かがは何型護衛艦ですか？,いずも型護衛艦,4,,https://ja.wikipedia.org/wiki/かが (護衛艦)
技術,かが (護衛艦),かがの建造費用はいくらですか？,1155億円,5,,https://ja.wikipedia.org/wiki/かが (護衛艦)
技術,かが (護衛艦),就役したのは何年ですか？,2017年,4,,https://ja.wikipedia.org/wiki/かが (護衛艦)#艦歴
技術,かが (護衛艦),どこで起工されましたか？,ジャパン マリンユナイテッド横浜事業所磯子工場,4,,https://ja.wikipedia.org/wiki/かが (護衛艦)#艦歴
技術,かが (護衛艦),どこに編入されましたか？,第4護衛隊群第4護衛隊,4,,https://ja.wikipedia.org/wiki/かが (護衛艦)#艦歴
技術,かが (護衛艦),定係港は呉ですか？,はい,4,,https://ja.wikipedia.org/wiki/かが (護衛艦)#艦歴
技術,発光ダイオード,発明当時は何色だけでしたか？,赤色,4,,https://ja.wikipedia.org/wiki/発光ダイオード
技術,発光ダイオード,黄緑色LEDが発明されたのは何年ですか？,1972年,4,,https://ja.wikipedia.org/wiki/発光ダイオード
技術,発光ダイオード,有機エレクトロルミネッセンスは分類上LEDに含まれますか？,はい,3,,https://ja.wikipedia.org/wiki/発光ダイオード
技術,発光ダイオード,発光ダイオードは、半導体を用いた何と呼ばれる構造で作られていますか？,pn接合,3,,https://ja.wikipedia.org/wiki/発光ダイオード#原理
技術,発光ダイオード,光量は何に比例しますか？,電流,3,,https://ja.wikipedia.org/wiki/発光ダイオード#駆動方式
技術,発光ダイオード,熱に強いですか？,いいえ,3,,https://ja.wikipedia.org/wiki/発光ダイオード#使用に必要な知識
技術,発光ダイオード,青色発光ダイオードは主に何を材料としますか？,窒化ガリウム,3,,https://ja.wikipedia.org/wiki/発光ダイオード#青色発光ダイオード
技術,産業革命,産業革命はいつ起こりましたか？,18世紀半ばから19世紀にかけて,3,,https://ja.wikipedia.org/wiki/産業革命
技術,産業革命,何の開発によって動力源が刷新されましたか？,蒸気機関,3,,https://ja.wikipedia.org/wiki/産業革命
技術,産業革命,「産業革命」という言葉が初めて使われたのはいつですか？,1837年,3,,https://ja.wikipedia.org/wiki/産業革命#概要
技術,産業革命,電気・石油による重化学工業への移行後をなんといいますか？,第二次産業革命,4,,https://ja.wikipedia.org/wiki/産業革命#概要
技術,産業革命,薄手の羊毛製品は何と呼ばれますか？,新毛織物,4,,https://ja.wikipedia.org/wiki/産業革命#毛織物工業と資本
技術,産業革命,飛び杼を発明したのは誰ですか？,ジョン・ケイ,4,,https://ja.wikipedia.org/wiki/産業革命#織機・紡績機の改良
技術,ノーベル賞,ノーベル賞が始まったのはいつですか？,1901年,3,,https://ja.wikipedia.org/wiki/ノーベル賞
技術,ノーベル賞,経済学賞はノーベルの遺言にありますか？,いいえ,3,,https://ja.wikipedia.org/wiki/ノーベル賞
技術,ノーベル賞,アルフレッド・ノーベルはどこの発明家・企業家ですか？,スウェーデン,2,,https://ja.wikipedia.org/wiki/ノーベル賞#沿革
技術,ノーベル賞,ノーベル財団設立委員会を結成したのは誰ですか？,ラグナル・ソールマン,5,,https://ja.wikipedia.org/wiki/ノーベル賞#沿革
技術,ノーベル賞,ノーベル財団設立委員会を結成したのは誰ですか？,ルドルフ・リリェクイスト,5,,https://ja.wikipedia.org/wiki/ノーベル賞#沿革
技術,ノーベル賞,スウェーデン王立科学アカデミーは何を選考しますか？,物理学賞,4,,https://ja.wikipedia.org/wiki/ノーベル賞#選考
技術,ノーベル賞,スウェーデン王立科学アカデミーは何を選考しますか？,化学賞,4,,https://ja.wikipedia.org/wiki/ノーベル賞#選考
技術,ノーベル賞,スウェーデン王立科学アカデミーは何を選考しますか？,経済学賞,4,,https://ja.wikipedia.org/wiki/ノーベル賞#選考
技術,ノーベル賞,最終選考はいつ行われますか？,発表日当日,4,,https://ja.wikipedia.org/wiki/ノーベル賞#選考
技術,グローバル・ポジショニング・システム,GPSは何の後継ですか？,ロラン-Cシステム,3,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム
技術,グローバル・ポジショニング・システム,どこの国が運用していますか？,アメリカ合衆国,2,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム
技術,グローバル・ポジショニング・システム,「完全運用宣言」はいつですか？,1995年,4,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム#概要
技術,グローバル・ポジショニング・システム,GPS衛星は静止衛星ですか？,いいえ,4,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム#概要
技術,グローバル・ポジショニング・システム,95%以上の確率で正確な緯度経度から何m以内の座標が得られますか？,10m,4,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム#SS変調による測距
技術,グローバル・ポジショニング・システム,高精度の測量には何が用いられますか？,搬送波測位,5,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム#測位法
技術,グローバル・ポジショニング・システム,GPS受信機がある円内にいる確率が50%であるところの円を何と呼びますか？,CEP,5,,https://ja.wikipedia.org/wiki/グローバル・ポジショニング・システム#精度
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
